Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
40,1.150500257,1.036175542,1.284875665,0.99389036,1.16794663,1.023986748,1.305909709,1.103948924,1.246805991,1.162477626,1.134939552,1.15486233,1.143315576,1.196889777,1.049511565,0.997238078,1.211299545,1.325232928,1.167137421,1.136030147,1.01286126,1.273705676,1.055252003,1.107031655,1.273933331,1.359669429,1.298120065,1.431006893,1.234752493,1.134939552,0.452677411,0.651167127,0.526772598,0.651178301,0.561128993,0.57584702,0.515033604,0.531785403,0.609573774,0.531785403
41,1.222374999,1.05556513,1.329408287,1.031018984,1.181182337,1.046750412,1.330373183,1.097193681,1.237529471,1.178602631,1.21980542,1.234861674,1.202793123,1.206722583,1.093557677,0.976615725,1.241357178,1.346151182,1.245006389,1.123007188,1.119441809,1.304144072,1.102563496,1.140377877,1.282306171,1.347519662,1.318001929,1.410717388,1.330246651,1.21980542,0.522798605,0.724328507,0.519646729,0.632396427,0.571924729,0.612859645,0.563084983,0.63000007,0.690497899,0.63000007
42,1.256925314,1.137894744,1.427720744,1.127105625,1.195393306,1.105020855,1.416407647,1.12528127,1.243470613,1.280104735,1.338994818,1.300502162,1.201446462,1.288097525,1.184061487,1.088565642,1.322920218,1.337811225,1.25373824,1.138349304,1.181210082,1.311298665,1.160845771,1.158309336,1.36895933,1.323220127,1.289835955,1.312850361,1.374496099,1.338994818,0.594333988,0.802707413,0.526767729,0.670440663,0.585311204,0.650308609,0.580343854,0.644596698,0.688627559,0.644596698
43,1.227923225,1.148655458,1.466169674,1.156957785,1.171569034,1.106722457,1.3507136,1.21455714,1.237946393,1.326041423,1.343709589,1.288707387,1.179002104,1.392189639,1.178434451,1.119499171,1.267109881,1.314910522,1.235138202,1.280709866,1.184151429,1.291592156,1.164959814,1.137861181,1.41291674,1.290084398,1.247586993,1.265110348,1.372078893,1.343709589,0.627130502,0.804082524,0.552972163,0.697287601,0.629790709,0.666100257,0.58052218,0.633262069,0.683281983,0.633262069
44,1.151509026,1.108150506,1.433804435,1.159569849,1.164045579,1.071593813,1.260281208,1.234254006,1.219497583,1.285924687,1.319758555,1.285117673,1.161495505,1.358961537,1.158504209,1.109187995,1.22413746,1.295974716,1.224671943,1.326736213,1.162696903,1.255505398,1.153989033,1.126536049,1.370966518,1.260262241,1.206994853,1.266303848,1.354001252,1.319758555,0.630193343,0.803641138,0.568561901,0.709666353,0.61709642,0.652021487,0.584585065,0.622537449,0.644057939,0.622537449
45,1.070807561,1.055768163,1.366883828,1.119456009,1.132976499,0.996307343,1.191838455,1.228494273,1.167590763,1.210478884,1.262615536,1.239989837,1.134113389,1.304711576,1.087126778,1.039955809,1.161946603,1.27669711,1.200091185,1.33226651,1.112694015,1.215213748,1.066908458,1.114581743,1.293173659,1.211663172,1.13906515,1.194693828,1.329350672,1.262615536,0.597262027,0.778285094,0.565384383,0.692381817,0.614181032,0.638508136,0.554348955,0.599367396,0.614823127,0.599367396
46,1.011416327,1.004502497,1.332815155,1.119642585,1.064290147,0.945523953,1.056052432,1.215872634,1.177179975,1.147598482,1.169263081,1.225630981,1.093264658,1.233847564,1.016276016,0.9810348,1.091684003,1.257692944,1.12258106,1.292662444,1.053521048,1.161805345,0.980513557,1.065820758,1.208843103,1.145391713,1.036342183,1.099213802,1.299906065,1.169263081,0.578744636,0.747323093,0.565263539,0.674889677,0.596894052,0.624524606,0.547558458,0.567475106,0.569886512,0.567475106
47,1.012929479,1.027546668,1.321134467,1.132702905,1.001455371,0.921474633,0.968093874,1.152017811,1.140073894,1.200245023,1.095901252,1.16460584,1.04568262,1.155185119,0.916319894,0.967777573,1.010274711,1.217018561,1.032272195,1.240392213,0.981198532,1.104756887,0.913317523,1.018318121,1.11106439,1.064761438,0.940246505,0.98225077,1.338000328,1.095901252,0.535511831,0.713579262,0.570590335,0.64692182,0.589561317,0.593560986,0.528452061,0.539875201,0.525660358,0.539875201
48,0.935002127,1.018308696,1.224282097,1.114978185,0.945865403,0.844278586,1.018944915,1.046316035,1.081392088,1.177783922,0.988215894,1.026145436,0.989347283,1.073132052,0.824014323,0.932424968,0.939089626,1.157408372,0.948960771,1.150123486,0.927216176,1.047080833,0.818694537,0.96704044,1.011593905,0.99628093,0.873973624,0.844998232,1.310662316,0.988215894,0.49318146,0.688006365,0.562506436,0.621286989,0.566773064,0.574599802,0.498953221,0.514606813,0.515739841,0.514606813
49,0.889103169,0.941765504,1.132783375,1.115911065,0.917304141,0.781016776,1.033787922,0.935067848,1.043973316,1.091926278,0.899578209,0.899992624,0.908323152,1.044989885,0.742214402,0.876450009,0.858679693,1.124116902,0.885804373,1.017753139,0.894861366,1.003525684,0.891375961,0.926458717,0.903435164,0.958727104,0.827582607,0.819934725,1.224197372,0.899578209,0.469848687,0.650167279,0.51672308,0.557489502,0.528080346,0.536135385,0.476151584,0.478416622,0.484163064,0.478416622
